grammatical	ungrammatical
ù ù E c q ò k ó P c h c c c ǒ u a u x W	ù ù E c c ò k ó P c h c c c ǒ u a u x W
ǔ f ú f ò ǔ r G ǔ è f f f M m X V s b ǔ	ǔ f ú f ò ǔ r G ǔ è f f f f M m X V s b ǔ
à S u N Q M G b G R j b b s b b á d T u	à S u N Q M G b b G R j b b s b b á d T u
é ù ù q z b q à G ǒ b Y b N s b ú S K b	é ù ù q z b q à G ǒ b Y b b N s b ú S K b
è e m e Z e B B S à v à é e e q á ǒ w k	è e m e Z e B B S à v e à é e e q á ǒ w k
ó R f B f è f à L ú f ǔ f K J d x ě j ě	ó R f B f f è f à L ú f ǔ f K J d x ě j ě
ò v b R ó b z á B i B b I q P ú L b b B	ò v b R ó b z á B i B b b I q P ú L b b B
ú O D r S D o p e f Y é á S O m f f f f	ú O D r S D o p e f f é á S O m f f f f
B R k f S à f f g l P f f V v H t S Z ǒ	B R k f S f à f f g l P f f V v H t S Z ǒ
C z d d d M d M r X U v v F w g E G G d	C z d d d M d M r X U v v F w d E G G d
E a M z C B F Y é L a a H j ú a a ù U N	E a M z C B F Y é L a a H j ú a a ù a N
G è I k é n x f Z é ò Z W f f f f ó x R	G è I k é f n x f Z é ò Z W f f f f ó x R
H Z d i á y h j T d M d q ù L d z s á d	H Z d i á y h j T d M d q ù L d z s d á d
J ó a e e m i e e m k e G ù G K N w v l	J ó a e e m i e e e m k e G ù G K N w v l
K b j y z d d q d r d L ǒ d V w v e S à	K b j y z d d q d d r d L ǒ d V w v e S à
M B w L E c c c c X ó r c a A n I y ǒ R	M B w c L E c c c c X ó r c a A n I y ǒ R
N i m v Z C q e á L e V r V e V e e I L	N i m v Z C q e á L e V e r V e V e e I L
P O ǎ c z c F B c J Y ó c c M U ó é Q d	P O ǎ c z c F c B c J Y ó c c M U ó é Q d
Q j S C d E ò C Z d d r w ǔ d M g d m c	Q j S d d E ò C Z d d r w ǔ d M g d m c
S G O Y à ò x q C d O d d q à d d Q o L	S G O Y à ò d q C d O d d q à d d Q o L
T s c Z é c C ó c è ǒ ǒ ù A c N n t c E	T s c Z é c c C ó c è ǒ ǒ ù A c N n t c E
V Q p b y G M ǔ x a F a z a a a Q H y E	V Q p b y G M ǔ x a F a a a a a Q H y E
X e e m W e z è u e z w J u ě e L d b e	X e e m W e z è u e z w J u ě e L e b e
Z F q e v ù ǎ M e K e e A E k v O e g l	Z F q e v ù ǎ M e K e e A E k v O e e g l
a E á W a V a Q n a E O v W á O é à á a	a E á W a V a Q n a E O v W a O é à á a
a a T i B a P a è n M a Q f j H K o O Q	a a a T i B a P a è n M a Q f j H K o O Q
a t r j H F u f w ǎ s s n f f u S f f a	a t r j H F u f w ǎ s s n f f f u S f f a
b U b à j J K b Y G ù v F k P b ǒ b d b	b U b b j J K b Y G ù v F k P b ǒ b d b
b n b ǒ X R R b ǒ ò g ǔ j w b z B D b t	b n b ǒ b X R R b ǒ ò g ǔ j w b z B D b t
c G ó Q G J g s Q c c c m W ó g T c H R	c G ó Q c J g s Q c c c m W ó g T c H R
c e B e V N t é x e Y e ǎ W e g H N s a	c e B e V N t e x e Y e ǎ W e g H N s a
d ó l L d W v ò d h V d ǎ R r W d N r L	d ó d L d W v ò d h V d ǎ R r W d N r L
d b b b b A o g G b V F D à A L z s V e	d b b b b A o g G b V F D à A L z s V b
d w b U s C ǎ Q H b t h b ǎ g ě F W b b	d b b U s C ǎ Q H b t h b ǎ g ě F W b b
e T Q e e F g e s Z Z B j ù Z C z e f e	e T Q e e F g e s Z Z B j ù Z C z e t e
e j S e e n s I R Z U t e U M ǎ e N è M	e j S e e n s I R Z U t e U M ǎ e N e M
f ǒ u ǎ d d t d E m C K d k j ǔ C d r y	f ǒ u ǎ d d d t d E m C K d k j ǔ C d r y
f b b x B b H E ě b q g Z Z b W X t F p	f b b x B b H E ě b q g Z Z b W X t b p
f p X f B w M K k Z L x h r f x Z f f z	f f X f B w M K k Z L x h r f x Z f f z
h F X c I á l d d d ó M D ǎ v V u d d s	h F X c I á l d d d ó M d ǎ v V u d d s
i i H z a v a a ǔ R h é X m x A V z a a	i i H z a v a a ǔ R h é X a x A V z a a
k f f ó T ě B f k f p E ú f K r J h m R	k f f ó T ě B f k f f p E ú f K r J h m R
m Z y e è e L à t e e á ó è x o I x ǒ e	m Z y e e e L à t e e á ó è x o I x ǒ e
o b á b i C X n b b F C m ó x D è w b ò	o b á b i C X n b b b F C m ó x D è w b ò
q R J a G ú a ú x A Q W a K k a N a M m	q R J a G ú a a ú x A Q W a K k a N a M m
s ǎ é d d u w H J K F d p g V d h z d O	s ǎ é d d u w H J K F d d g V d h z d O
t e A e ò e e k ò ù ǒ l B D e P ò y a ǎ	t e A e ò e e e k ò ù ǒ l B D e P ò y a ǎ
v G g ó R C ú w ǎ f f o F f U f R K f P	v G g ó R C ú w ǎ f f o f f U f R K f P
w q a a ú S ó l ù à a H ǒ p a G I m a w	w q a a ú S ó l ù à a H ǒ p a a G I m a w
y b S t z N u H H b b y r b ó b h y J k	y b S b t z N u H H b b y r b ó b h y J k
ù á d j x t x t d W M d d J c u d D Q d X	ù á d j x t x t d W M d d J p u d D Q d X
ǔ c W L g k c p Q h c O u c l v c v à Y I	ǔ c W c g k c p Q h c O u c l v c v à Y I
à S k ò ù W d ǒ m Y N ù d d N ǔ u d L n d	à S k ò ù W d d ǒ m Y N ù d d N ǔ u d L n d
ǎ o D M u à c l I à c c N c á c è L t J m	ǎ o D M u à c l I à c c c N c á c è L t J m
è a a P E a q V t ù j á á k t u a t a M h	è a a P E a q a V t ù j á á k t u a t a M h
ó R u X z x e r e ù Z N e s W j v ò Q e e	ó R e u X z x e r e ù Z N e s W j v ò Q e e
ò h A G f Y I n Q f f N f Q w ù E y K f c	ò h A G f Y I n f f f N f Q w ù E y K f c
ú Q e ǎ u W n e e e A T I p r X e ù a J O	ú Q e ǎ u W n e e e A T I p e X e ù a J O
B á C é e N D R ǒ x ó x w e e e R t t e n	B á C é e N D R ǒ x ó x w e e e R t t e e n
C d q c a u D z J ǔ Z T Z a ě a a a s R f	C d q c a u D a z J ǔ Z T Z a ě a a a s R f
E E a V G c W ě J M d Y d d y S d d é G ǒ	E E a V G c W ě J M d Y d d d y S d d é G ǒ
G á t A p b b p v q J o F B B b i b G b ǎ	b á t A p b b p v q J o F B B b i b G b ǎ
H e L p S h e e é ó ě e n V D e t è n w c	H e L e S h e e é ó ě e n V D e t è n w c
J P T f f é f Z p ǔ R f I ǔ G t A N f e F	J P T f f é f f Z p ǔ R f I ǔ G t A N f e F
K l b e s o e w T W e N ó è P L ò e e é d	K l b e s o e w T W e N ó è P L ò e e é e d
M R s q v B f r f A v f p f ǒ m H R N Y f	M R s q v B f r f A v f p f ǒ m f R N Y f
N f q L f ǎ A é g f ú P J M f ě Q x C L f	N f q L f ǎ A é g f ú P J M f f ě Q x C L f
P A f Y O f f U V f f r P A L J L P D ǔ V	P A f f Y O f f U V f f r P A L J L P D ǔ V
Q t f f V u G F r X u f f Q z U Z ě K f v	Q t f f V u G F r X u f f f Q z U Z ě K f v
S a F k G q u a H ù m a a h T x a M O x P	S a F k G q u a H ù m a a a T x a M O x P
U ǎ ù R q ǔ l W B f d d d d x d B l x G é	U ǎ ù R q ǔ l W B f d d d d x d d B l x G é
V u à d d k B ǎ j H d X w X g d R n K g d	V u à d d k B ǎ j H d X w X g d R d n K g d
